bang,cot,kieu,nhom,vai_tro,khuyet_pct,so_gia_tri_khac_nhau,min,p25,trung_vi,p75,p99,max,do_lech_bowley,ty_so_duoi_p99_p50,xu_ly_khuyet,bien_doi,ma_hoa,cach_ma_hoa,chan_ngoai_lai
fact_delivery_details,shipper_received_date_key,integer,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,96.664,129,20260316.0,20260328.0,20260401.0,20260604.0,20260826.0,20260827.0,0.471,1.0,"khuyết 96.664% — giữ CỜ có/không, đừng điền giá trị",—,"mã hoá theo nhãn (target encoding), 129 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_delivery_details,shipper_received_at,timestamp without time zone,thời gian,thời gian — dẫn xuất đặc trưng,96.664,2617,,,,,,,,,"khuyết 96.664% — giữ CỜ có/không, đừng điền giá trị",—,—,—,—
fact_delivery_details,completed_date_key,integer,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,9.545,153,20260326.0,20260527.0,20260625.0,20260727.0,20260827.0,20260828.0,0.02,1.0,"khuyết 9.545% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"mã hoá theo nhãn (target encoding), 153 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_delivery_details,dispatcher_name,character varying,văn bản / phân loại,đặc trưng,1.196,29,5.0,,,,,23.0,,,"gộp vào nhóm ""(không rõ)""",—,"mã hoá theo nhãn (target encoding), 29 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_delivery_details,accountant_name,character varying,văn bản / phân loại,đặc trưng,54.463,22,8.0,,,,,23.0,,,"khuyết 54.463% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"mã hoá theo nhãn (target encoding), 22 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_delivery_details,is_warehouse_confirmed,integer,số rời rạc,đặc trưng,0.0,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,không có khuyết thiếu,log1p rồi chuẩn hoá z,nhị phân 0/1,nhị phân 0/1,chặn trên IQR = 2.5; không có giá trị vượt
fact_delivery_details,is_accountant_confirmed,integer,số rời rạc,đặc trưng,0.0,3,0.0,0.0,0.0,1.0,1.0,2.0,1.0,,không có khuyết thiếu,log1p rồi chuẩn hoá z,one-hot (3 nhóm),one-hot,chặn trên IQR = 2.5; không có giá trị vượt
fact_delivery_details,note_status,character varying,văn bản / phân loại,đặc trưng,0.0,7,3.0,,,,,18.0,,,không có khuyết thiếu,—,one-hot (7 nhóm),one-hot,—
fact_delivery_details,delivery_status,character varying,văn bản / phân loại,đặc trưng,0.0,4,8.0,,,,,16.0,,,không có khuyết thiếu,—,one-hot (4 nhóm),one-hot,—
fact_delivery_details,payment_status,character varying,văn bản / phân loại,đặc trưng,9.181,3,4.0,,,,,8.0,,,"khuyết 9.181% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,one-hot (3 nhóm),one-hot,—
fact_delivery_details,received_qty_status,character varying,văn bản / phân loại,BỎ — hằng số,0.0,1,4.0,,,,,4.0,,,không có khuyết thiếu,—,—,—,—
fact_delivery_details,recon_status,character varying,văn bản / phân loại,BỎ — hằng số,0.0,1,8.0,,,,,8.0,,,không có khuyết thiếu,—,—,—,—
fact_delivery_details,docs_status,character varying,văn bản / phân loại,đặc trưng,0.0,2,13.0,,,,,17.0,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
fact_delivery_details,note_reason,text,văn bản / phân loại,đặc trưng,95.601,588,1.0,,,,,95.0,,,"khuyết 95.601% — giữ CỜ có/không, đừng điền giá trị",—,"588 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_delivery_details,pod_image_url,jsonb,jsonb,đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_delivery_details,license_plate,character varying,văn bản / phân loại,đặc trưng,0.008,394,0.0,,,,,20.0,,,"gộp vào nhóm ""(không rõ)""",—,"394 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_delivery_details,qty_so,numeric,số liên tục,đặc trưng,0.0,1019,0.0,8.0,20.0,25.0,850.0,21227727.0,-0.4118,42.5,không có khuyết thiếu,log1p rồi chuẩn hoá z,—,—,chặn trên IQR = 50.5; giá trị lớn nhất vượt 420351.0×
fact_delivery_details,qty_delivered,numeric,số liên tục,đặc trưng,0.0,967,0.0,6.0,16.0,25.0,775.0,21227727.0,-0.0526,48.44,không có khuyết thiếu,log1p rồi chuẩn hoá z,—,—,chặn trên IQR = 53.5; giá trị lớn nhất vượt 396779.9×
fact_delivery_details,qty_received,numeric,số liên tục,đặc trưng,0.0,1027,0.0,10.0,20.0,28.0,875.0,21227727.0,-0.1111,43.75,không có khuyết thiếu,log1p rồi chuẩn hoá z,—,—,chặn trên IQR = 55.0; giá trị lớn nhất vượt 385958.7×
fact_delivery_details,qty_remain,numeric,số liên tục,đặc trưng,0.0,92,0.0,0.0,0.0,0.0,0.0,1036800.0,,,không có khuyết thiếu,chuẩn hoá z,—,—,IQR bằng 0 — quá nửa số dòng cùng một giá trị
fact_delivery_details,ai_qty_received,numeric,số rời rạc,BỎ — hằng số,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,không có khuyết thiếu,—,—,—,—
fact_delivery_details,is_valid_line,integer,số rời rạc,đặc trưng,0.0,2,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,không có khuyết thiếu,chuẩn hoá z,nhị phân 0/1,nhị phân 0/1,IQR bằng 0 — quá nửa số dòng cùng một giá trị
fact_delivery_details,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,301218,920863.0,1010214.0,1586612.0,2643179.0,4316303.72,4357116.0,0.294,2.72,không có khuyết thiếu,—,—,—,—
fact_delivery_details,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_delivery_details,batch_id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,1873,25165.0,25165.0,43647.0,125487.0,240515.0,241719.0,0.6315,5.51,không có khuyết thiếu,—,—,—,—
fact_delivery_details,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,1873,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_delivery_details,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,1873,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_inventory_daily_balances,source_system,character varying,văn bản / phân loại,BỎ — hằng số,0.0,1,3.0,,,,,3.0,,,không có khuyết thiếu,—,—,—,—
fact_inventory_daily_balances,date_key,integer,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,57,20260703.0,20260717.0,20260731.0,20260815.0,20260828.0,20260828.0,0.7143,1.0,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 57 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_inventory_daily_balances,warehouse_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,26,9.0,14.0,20.0,28.0,37.0,37.0,0.1429,1.85,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 26 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_inventory_daily_balances,product_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,245,1336.0,1942.5,2303.0,2329.0,2522.0,2540.0,-0.8655,1.1,không có khuyết thiếu,—,"245 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_inventory_daily_balances,opening_quantity,double precision,số liên tục,đặc trưng,0.0,2968,-192.0,0.0,19.0,286.0,12158.0,16247.0,0.8671,639.89,không có khuyết thiếu,Yeo-Johnson (có giá trị âm nên không log được),—,—,chặn trên IQR = 715.0; giá trị lớn nhất vượt 22.7×
fact_inventory_daily_balances,import_quantity,double precision,số liên tục,đặc trưng,0.0,209,0.0,0.0,0.0,0.0,265.679999999993,13224.0,,,không có khuyết thiếu,chuẩn hoá z,—,—,IQR bằng 0 — quá nửa số dòng cùng một giá trị
fact_inventory_daily_balances,export_quantity,double precision,số liên tục,đặc trưng,0.0,598,0.0,0.0,0.0,0.0,247.0,4800.0,,,không có khuyết thiếu,chuẩn hoá z,—,—,IQR bằng 0 — quá nửa số dòng cùng một giá trị
fact_inventory_daily_balances,closing_quantity,double precision,số liên tục,đặc trưng,0.0,2993,-192.0,0.0,23.0,290.0,12158.0,16247.0,0.8414,528.61,không có khuyết thiếu,Yeo-Johnson (có giá trị âm nên không log được),—,—,chặn trên IQR = 725.0; giá trị lớn nhất vượt 22.4×
fact_inventory_daily_balances,closing_value,double precision,số rời rạc,BỎ — hằng số,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,không có khuyết thiếu,—,—,—,—
fact_inventory_daily_balances,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,116787,9324560.0,9353756.5,9382953.0,10053727.5,16285427.14,16443263.0,0.9166,1.74,không có khuyết thiếu,—,—,—,—
fact_inventory_daily_balances,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_inventory_daily_balances,batch_id,bigint,số rời rạc,cột kỹ thuật — không phải đặc trưng,0.0,17,176683.0,176683.0,176683.0,186979.0,241722.0,241722.0,1.0,1.37,không có khuyết thiếu,—,—,—,—
fact_inventory_daily_balances,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,68,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_inventory_daily_balances,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,57,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_inventory_lot_snapshot,source_system,character varying,văn bản / phân loại,đặc trưng,0.0,2,3.0,,,,,6.0,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
fact_inventory_lot_snapshot,date_key,integer,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,79,20260609.0,20260703.0,20260722.0,20260811.0,20260828.0,20260828.0,0.6481,1.0,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 79 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_inventory_lot_snapshot,warehouse_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,32,2.0,2.0,3.0,6.0,36.0,37.0,0.5,12.0,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 32 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_inventory_lot_snapshot,sub_inventory_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,90,-1.0,35.0,86.0,113.0,186.0,187.0,-0.3077,2.16,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 90 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_inventory_lot_snapshot,product_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,1332,-1.0,1368.0,1788.0,2298.0,2518.0,2542.0,0.0968,1.41,không có khuyết thiếu,—,"1332 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_inventory_lot_snapshot,brand_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,2217,127.0,230.0,259.0,217299.0,525299.0,528514.0,0.9997,2028.18,không có khuyết thiếu,—,"2217 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_inventory_lot_snapshot,lot_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,7920,3.0,,,,,34.0,,,không có khuyết thiếu,—,"7920 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_inventory_lot_snapshot,expiry_date,date,thời gian,thời gian — dẫn xuất đặc trưng,36.087,961,,,,,,,,,"khuyết 36.087% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,—,—,—
fact_inventory_lot_snapshot,warehouse_code_raw,character varying,văn bản / phân loại,đặc trưng,0.0,32,3.0,,,,,8.0,,,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 32 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_inventory_lot_snapshot,sub_inventory_code_raw,character varying,văn bản / phân loại,đặc trưng,13.223,59,2.0,,,,,15.0,,,"khuyết 13.223% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"mã hoá theo nhãn (target encoding), 59 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_inventory_lot_snapshot,product_code_raw,character varying,văn bản / phân loại,đặc trưng,0.0,691,12.0,,,,,12.0,,,không có khuyết thiếu,—,"691 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_inventory_lot_snapshot,brand_code_raw,character varying,văn bản / phân loại,đặc trưng,13.223,101,4.0,,,,,4.0,,,"khuyết 13.223% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"mã hoá theo nhãn (target encoding), 101 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_inventory_lot_snapshot,locator,character varying,văn bản / phân loại,đặc trưng,13.71,95,7.0,,,,,18.0,,,"khuyết 13.71% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"mã hoá theo nhãn (target encoding), 95 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_inventory_lot_snapshot,g_department,character varying,văn bản / phân loại,đặc trưng,13.223,9,9.0,,,,,21.0,,,"khuyết 13.223% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,one-hot (9 nhóm),one-hot,—
fact_inventory_lot_snapshot,category,character varying,văn bản / phân loại,đặc trưng,13.223,28,4.0,,,,,30.0,,,"khuyết 13.223% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"mã hoá theo nhãn (target encoding), 28 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_inventory_lot_snapshot,sub_category,character varying,văn bản / phân loại,đặc trưng,13.223,50,21.0,,,,,74.0,,,"khuyết 13.223% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"mã hoá theo nhãn (target encoding), 50 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_inventory_lot_snapshot,barcode,character varying,văn bản / phân loại,đặc trưng,36.066,351,8.0,,,,,14.0,,,"khuyết 36.066% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"351 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_inventory_lot_snapshot,package_uom,character varying,văn bản / phân loại,đặc trưng,13.223,10,2.0,,,,,3.0,,,"khuyết 13.223% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,one-hot (10 nhóm),one-hot,—
fact_inventory_lot_snapshot,primary_uom,character varying,văn bản / phân loại,đặc trưng,0.0,23,2.0,,,,,4.0,,,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 23 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_inventory_lot_snapshot,expiry_warning_days,integer,số liên tục,đặc trưng,36.087,1418,-492.0,164.0,312.0,562.0,696.0,954.0,0.2563,2.23,khuyết 36.087% — điền trung vị VÀ thêm cờ khuyết,chuẩn hoá z,—,—,chặn trên IQR = 1159.0; không có giá trị vượt
fact_inventory_lot_snapshot,qty_package,double precision,số liên tục,đặc trưng,32.458,8335,0.0,1.0,3.71,18.0,1288.0,5693.0,0.6812,347.17,khuyết 32.458% — điền trung vị VÀ thêm cờ khuyết,log1p rồi chuẩn hoá z,—,—,chặn trên IQR = 43.5; giá trị lớn nhất vượt 130.9×
fact_inventory_lot_snapshot,available_package,double precision,số liên tục,đặc trưng,32.458,8421,-342.17,0.6,3.0,16.5,1277.0,5693.0,0.6981,425.67,khuyết 32.458% — điền trung vị VÀ thêm cờ khuyết,Yeo-Johnson (có giá trị âm nên không log được),—,—,chặn trên IQR = 40.35; giá trị lớn nhất vượt 141.1×
fact_inventory_lot_snapshot,reservation_package,double precision,số liên tục,đặc trưng,32.458,1260,0.0,0.0,0.0,0.0,16.08,1174.5,,,khuyết 32.458% — điền trung vị VÀ thêm cờ khuyết,chuẩn hoá z,—,—,IQR bằng 0 — quá nửa số dòng cùng một giá trị
fact_inventory_lot_snapshot,qty_primary,double precision,số liên tục,đặc trưng,0.0,7154,0.0,2.0,31.0,250.0,24964.899999999674,6758740.0,0.7661,805.32,không có khuyết thiếu,log1p rồi chuẩn hoá z,—,—,chặn trên IQR = 622.0; giá trị lớn nhất vượt 10866.1×
fact_inventory_lot_snapshot,available_primary,double precision,số liên tục,đặc trưng,13.223,6728,-8212.0,1.0,24.0,238.0,29080.0,6758740.0,0.8059,1211.67,khuyết 13.223% — điền trung vị VÀ thêm cờ khuyết,Yeo-Johnson (có giá trị âm nên không log được),—,—,chặn trên IQR = 593.5; giá trị lớn nhất vượt 11387.9×
fact_inventory_lot_snapshot,reservation_primary,double precision,số liên tục,đặc trưng,13.223,1004,0.0,0.0,0.0,0.0,311.0,1446098.0,,,khuyết 13.223% — điền trung vị VÀ thêm cờ khuyết,chuẩn hoá z,—,—,IQR bằng 0 — quá nửa số dòng cùng một giá trị
fact_inventory_lot_snapshot,volume_package,double precision,số liên tục,đặc trưng,33.866,21631,0.0,12206.25,54235.44,266112.0,15308705.041599931,749335135.5,0.6689,282.26,khuyết 33.866% — điền trung vị VÀ thêm cờ khuyết,log1p rồi chuẩn hoá z,—,—,chặn trên IQR = 646970.62; giá trị lớn nhất vượt 1158.2×
fact_inventory_lot_snapshot,volume_primary,double precision,số liên tục,đặc trưng,19.519,19612,0.00552,1437.48,21760.0,142074.24,12426624.0,295514419.2,0.711,571.08,khuyết 19.519% — điền trung vị VÀ thêm cờ khuyết,log1p rồi chuẩn hoá z,—,—,chặn trên IQR = 353029.38; giá trị lớn nhất vượt 837.1×
fact_inventory_lot_snapshot,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,301764,70.0,5208774.25,10770055.5,17143797.75,22702288.999999996,22712994.0,0.0681,2.11,không có khuyết thiếu,—,—,—,—
fact_inventory_lot_snapshot,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_inventory_lot_snapshot,batch_id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,141,37.0,155963.0,155963.0,171084.0,241684.0,241687.0,1.0,1.55,không có khuyết thiếu,—,—,—,—
fact_inventory_lot_snapshot,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,147,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_inventory_lot_snapshot,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,141,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_inventory_lot_snapshot,locator_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,94,-1.0,16.0,51.0,97.0,218.0,54212.0,0.1358,4.27,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 94 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_inventory_transactions,transaction_id,bigint,số liên tục,khoá của dòng — không dùng làm đặc trưng,0.0,173448,251698.0,295950.75,343358.5,388667.25,433181.53,435112.0,-0.0226,1.26,không có khuyết thiếu,—,—,—,—
fact_inventory_transactions,date_key,integer,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,258,20251108.0,20260214.0,20260424.0,20260626.0,20260827.0,20260828.0,-0.0194,1.0,không có khuyết thiếu,—,"258 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_inventory_transactions,warehouse_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,24,9.0,11.0,15.0,27.0,37.0,37.0,0.5,2.47,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 24 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_inventory_transactions,product_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,390,2.0,638.0,991.0,1260.0,2519.0,2540.0,-0.135,2.54,không có khuyết thiếu,—,"390 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_inventory_transactions,order_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,3.189,43500,399761.0,638035.0,757838.0,879894.0,991091.0,996045.0,0.0093,1.31,"gộp vào nhóm ""(không rõ)""",—,"43500 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_inventory_transactions,transaction_type,integer,số rời rạc,đặc trưng,0.0,2,0.0,0.0,0.0,0.0,1.0,1.0,,,không có khuyết thiếu,chuẩn hoá z,nhị phân 0/1,nhị phân 0/1,IQR bằng 0 — quá nửa số dòng cùng một giá trị
fact_inventory_transactions,transaction_date,timestamp without time zone,thời gian,thời gian — dẫn xuất đặc trưng,0.0,39045,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_inventory_transactions,batch_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,2,1.0,,,,,3.0,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
fact_inventory_transactions,expiry_date,timestamp without time zone,thời gian,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
fact_inventory_transactions,quantity,double precision,số liên tục,đặc trưng,0.0,720,0.0,20.0,24.0,40.0,1200.0,12177.0,0.6,50.0,không có khuyết thiếu,log1p rồi chuẩn hoá z,—,—,chặn trên IQR = 70.0; giá trị lớn nhất vượt 174.0×
fact_inventory_transactions,unit_price,double precision,số liên tục,đặc trưng,0.0,223,0.0,5498.28,10211.4,15709.1,151753.0,1276580.0,0.0768,14.86,không có khuyết thiếu,log1p rồi chuẩn hoá z,—,—,chặn trên IQR = 31025.33; giá trị lớn nhất vượt 41.1×
fact_inventory_transactions,total_amount,double precision,số liên tục,đặc trưng,0.0,3667,0.0,164948.4,282735.36,433570.19999999995,10405368.0,1673185104.0,0.123,36.8,không có khuyết thiếu,log1p rồi chuẩn hoá z,—,—,chặn trên IQR = 836502.9; giá trị lớn nhất vượt 2000.2×
fact_inventory_transactions,description,text,văn bản / phân loại,đặc trưng,0.031,62998,5.0,,,,,127.0,,,"gộp vào nhóm ""(không rõ)""",—,"62998 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_inventory_transactions,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,173448,1.0,43362.75,86724.5,239822.25,504716.53,526949.0,0.5586,5.82,không có khuyết thiếu,—,—,—,—
fact_inventory_transactions,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_inventory_transactions,batch_id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,958,26.0,26.0,26.0,43594.0,238992.0,241720.0,1.0,9192.0,không có khuyết thiếu,—,—,—,—
fact_inventory_transactions,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,962,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_inventory_transactions,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,958,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_order_fulfillment,salesman_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,743,-1.0,154.0,319.0,496.0,4821.0,6731.0,0.0351,15.11,không có khuyết thiếu,—,"743 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_order_fulfillment,status_key,integer,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,8,1.0,2.0,5.0,5.0,8.0,8.0,-1.0,1.6,không có khuyết thiếu,—,one-hot (8 nhóm),one-hot,—
fact_order_fulfillment,delivery_type_key,integer,số rời rạc,BỎ — hằng số,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,không có khuyết thiếu,—,—,—,—
fact_order_fulfillment,store_key,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,24846,-1.0,94488.0,101524.0,109953.0,230352.0,426081.0,0.0901,2.27,không có khuyết thiếu,—,"24846 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_order_fulfillment,distributor_key,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,31,2.0,21.0,21.0,21.0,2597.0,2641.0,,123.67,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 31 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_order_fulfillment,chain_key,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,70.377,19,2.0,7.0,30.0,30.0,34.0,7334.0,-1.0,1.13,"khuyết 70.377% — giữ CỜ có/không, đừng điền giá trị",—,"mã hoá theo nhãn (target encoding), 19 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_order_fulfillment,warehouse_key,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,35,-1.0,2.0,6.0,7.0,31.0,37.0,-0.6,5.17,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 35 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_order_fulfillment,order_date_key,integer,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,558,20220604.0,20250808.0,20251216.0,20260507.0,20260826.0,20260828.0,0.9159,1.0,không có khuyết thiếu,—,"558 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_order_fulfillment,order_source,character varying,văn bản / phân loại,đặc trưng,0.0,2,3.0,,,,,3.0,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
fact_order_fulfillment,order_type_key,integer,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,13,-1.0,-1.0,-1.0,1.0,6.0,12.0,1.0,,không có khuyết thiếu,—,one-hot (13 nhóm),one-hot,—
fact_order_fulfillment,sub_inventory_key,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,86,-1.0,-1.0,-1.0,94.0,141.0,186.0,1.0,,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 86 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_order_fulfillment,order_code,character varying,văn bản / phân loại,khoá của dòng — không dùng làm đặc trưng,0.0,300243,5.0,,,,,29.0,,,không có khuyết thiếu,—,—,—,—
