bang,cot,kieu,dong,khuyet_pct,so_gia_tri_khac_nhau,luc_luong_pct,min,max,trung_binh,do_lech_chuan,p01,p25,trung_vi,p75,p95,p99,so_dong_bang_0,so_dong_am,so_dong_chuoi_rong,hang_so
fact_asset_inventory,warehouse_key,bigint,20178,92.859,8,0.555,26,38,33.448993754337266,4.324654642855874,26.0,27.0,34.0,37.0,38.0,38.0,0,0,,false
fact_asset_inventory,shop_id,bigint,20178,29.621,10981,77.326,77499,426075,109912.3548341666,37880.02346085,77829.0,96077.0,103983.0,112582.0,135399.0,384029.0,0,0,,false
fact_asset_inventory,holder_code,character varying,20178,0.0,32,0.159,3,9,,,,,,,,,,,0,false
fact_asset_inventory,holder_name,character varying,20178,0.0,32,0.159,8,46,,,,,,,,,,,0,false
fact_asset_inventory,qr_code,character varying,20178,8.172,11265,60.797,0,38,,,,,,,,,,,7264,false
fact_asset_inventory,status,character varying,20178,0.0,3,0.015,0,7,,,,,,,,,,,2,false
fact_asset_inventory,is_deleted,boolean,20178,0.0,2,0.01,,,,,,,,,,,,,,false
fact_asset_inventory,asset_code,character varying,20178,0.0,1,0.005,7,7,,,,,,,,,,,0,true
fact_asset_inventory,brand_code,character varying,20178,0.0,20,0.099,0,4,,,,,,,,,,,212,false
fact_asset_inventory,model,character varying,20178,0.0,84,0.416,0,12,,,,,,,,,,,5,false
fact_asset_inventory,capacity,character varying,20178,0.0,27,0.134,0,5,,,,,,,,,,,5,false
fact_asset_inventory,subinventory_code,character varying,20178,2.711,27,0.138,0,10,,,,,,,,,,,7971,false
fact_asset_inventory,shop_code,character varying,20178,27.49,11305,77.267,5,18,,,,,,,,,,,0,false
fact_asset_inventory,source_updated_at,timestamp without time zone,20178,0.0,1046,5.184,2026-05-26 03:55:53.170465,2026-08-28 09:10:55.680506,,,,,,,,,,,,false
fact_asset_inventory,source_id,bigint,20178,0.0,20178,100.0,1,20209,10098.947417979978,5832.498446320936,202.77,5048.25,10097.5,15149.75,19192.149999999998,20007.23,0,0,,false
fact_asset_inventory,created_at,timestamp with time zone,20178,0.0,13,0.064,2026-06-30 04:09:26.156036+00,2026-08-28 08:11:34.560866+00,,,,,,,,,,,,false
fact_asset_inventory,updated_at,timestamp with time zone,20178,0.0,469,2.324,2026-06-30 04:09:24.995154+00,2026-08-28 09:11:30.946337+00,,,,,,,,,,,,false
fact_asset_inventory,supplier,character varying,20178,0.099,3,0.015,8,10,,,,,,,,,,,0,false
fact_asset_placements,shop_id,bigint,0,,0,,,,,,,,,,,,0,0,,true
fact_asset_placements,asset_id,bigint,0,,0,,,,,,,,,,,,0,0,,true
fact_asset_placements,allocated_date,timestamp without time zone,0,,0,,,,,,,,,,,,,,,true
fact_asset_placements,is_active,boolean,0,,0,,,,,,,,,,,,,,,true
fact_asset_placements,image_url,character varying,0,,0,,,,,,,,,,,,,,0,true
fact_asset_placements,placement_id,bigint,0,,0,,,,,,,,,,,,0,0,,true
fact_asset_placements,id,bigint,0,,0,,,,,,,,,,,,0,0,,true
fact_asset_placements,source_refs,jsonb,0,,,,,,,,,,,,,,,,,false
fact_asset_placements,batch_id,bigint,0,,0,,,,,,,,,,,,0,0,,true
fact_asset_placements,created_at,timestamp with time zone,0,,0,,,,,,,,,,,,,,,true
fact_asset_placements,updated_at,timestamp with time zone,0,,0,,,,,,,,,,,,,,,true
fact_delivery_details,date_key,integer,301218,0.006,171,0.057,20250331,20290813,20260640.05394362,297.087772221503,20260330.0,20260525.0,20260622.0,20260724.0,20260822.0,20260828.0,0,0,,false
fact_delivery_details,store_key,bigint,301218,0.0,11355,3.77,77496,426077,106363.49726438317,44695.05871719,77524.0,92794.0,98251.0,107635.0,139260.0,412022.31999999983,0,0,,false
fact_delivery_details,product_key,bigint,301218,0.0,569,0.189,2,2542,1485.9550840616685,598.488361489752,453.0,1016.0,1260.0,1968.0,2480.0,2519.0,0,0,,false
fact_delivery_details,employee_key,bigint,301218,0.0,375,0.124,-1,6731,934.3081995422368,1502.098765427604,7.0,260.0,431.0,547.0,4793.0,4843.0,0,2780,,false
fact_delivery_details,shipper_key,bigint,301218,0.0,4610,1.53,5,57453,21096.249245089344,14097.30148849,3417.0,10067.0,16729.0,28486.0,50631.0,56727.439999999944,0,0,,false
fact_delivery_details,delivery_status_key,integer,301218,0.0,77,0.026,6,38976,21.508525756654674,432.691128028367,6.0,6.0,9.0,22.0,38.0,55.0,0,0,,false
fact_delivery_details,warehouse_key,bigint,301218,0.0,7,0.002,-1,7,4.134335894548366,1.7401309542732086,2.0,2.0,5.0,6.0,6.0,7.0,0,23,,false
fact_delivery_details,sub_inventory_key,bigint,301218,0.0,66,0.022,-1,186,102.43922346352012,27.739945152772187,21.0,94.0,102.0,120.0,137.0,141.0,0,23,,false
fact_delivery_details,delivery_note_code,character varying,301218,0.0,80365,26.68,13,15,,,,,,,,,,,0,false
fact_delivery_details,so_number,character varying,301218,0.0,78281,25.988,3,16,,,,,,,,,,,0,false
fact_delivery_details,product_type,character varying,301218,0.0,3,0.001,0,4,,,,,,,,,,,95,false
fact_delivery_details,unit,character varying,301218,0.0,12,0.004,2,3,,,,,,,,,,,0,false
fact_delivery_details,serial,character varying,301218,99.992,18,75.0,0,9,,,,,,,,,,,6,false
fact_delivery_details,note_source,character varying,301218,0.0,2,0.001,3,3,,,,,,,,,,,0,false
fact_delivery_details,note_type,character varying,301218,0.0,2,0.001,6,7,,,,,,,,,,,0,false
fact_delivery_details,attempt_count,integer,301218,0.0,3,0.001,1,3,1.011108564291148,0.11027751595708425,1.0,1.0,1.0,1.0,1.0,2.0,0,0,,false
fact_delivery_details,trip_code,character varying,301218,1.195,4512,1.516,13,13,,,,,,,,,,,0,false
fact_delivery_details,created_date_key,integer,301218,0.0,160,0.053,20260316,20260828,20260634.505957898,128.266885583705,20260330.0,20260525.0,20260622.0,20260724.0,20260822.0,20260827.0,0,0,,false
fact_delivery_details,shipper_received_date_key,integer,301218,96.664,129,1.284,20260316,20260827,20260460.818046752,172.939320551164,20260316.0,20260328.0,20260401.0,20260604.0,20260815.0,20260826.0,0,0,,false
fact_delivery_details,shipper_received_at,timestamp without time zone,301218,96.664,2617,26.045,2026-03-16 16:45:19,2026-08-27 16:43:02,,,,,,,,,,,,false
fact_delivery_details,completed_date_key,integer,301218,9.545,153,0.056,20260326,20260828,20260640.931948423,125.444800299036,20260403.0,20260527.0,20260625.0,20260727.0,20260822.0,20260827.0,0,0,,false
fact_delivery_details,dispatcher_name,character varying,301218,1.196,29,0.01,5,23,,,,,,,,,,,0,false
fact_delivery_details,accountant_name,character varying,301218,54.463,22,0.016,8,23,,,,,,,,,,,0,false
fact_delivery_details,is_warehouse_confirmed,integer,301218,0.0,2,0.001,0,1,0.290290968644217,0.4538965985418036,0.0,0.0,0.0,1.0,1.0,1.0,213643,0,,false
fact_delivery_details,is_accountant_confirmed,integer,301218,0.0,3,0.001,0,2,0.3941979011988878,0.4906654381464996,0.0,0.0,0.0,1.0,1.0,1.0,182657,0,,false
fact_delivery_details,note_status,character varying,301218,0.0,7,0.002,3,18,,,,,,,,,,,0,false
fact_delivery_details,delivery_status,character varying,301218,0.0,4,0.001,8,16,,,,,,,,,,,0,false
fact_delivery_details,payment_status,character varying,301218,9.181,3,0.001,4,8,,,,,,,,,,,0,false
fact_delivery_details,received_qty_status,character varying,301218,0.0,1,0.0,4,4,,,,,,,,,,,0,true
fact_delivery_details,recon_status,character varying,301218,0.0,1,0.0,8,8,,,,,,,,,,,0,true
fact_delivery_details,docs_status,character varying,301218,0.0,2,0.001,13,17,,,,,,,,,,,0,false
fact_delivery_details,note_reason,text,301218,95.601,588,4.437,1,95,,,,,,,,,,,0,false
fact_delivery_details,pod_image_url,jsonb,301218,0.0,,,,,,,,,,,,,,,,false
fact_delivery_details,license_plate,character varying,301218,0.008,394,0.131,0,20,,,,,,,,,,,5701,false
fact_delivery_details,qty_so,numeric,301218,0.0,1019,0.338,0,21227727,1811.4115937002748,104270.15633763,0.0,8.0,20.0,25.0,125.0,850.0,17878,0,,false
fact_delivery_details,qty_delivered,numeric,301218,0.0,967,0.321,0,21227727,1777.7745865016327,104076.05705222,0.0,6.0,16.0,25.0,120.0,775.0,31988,0,,false
fact_delivery_details,qty_received,numeric,301218,0.0,1027,0.341,0,21227727,1856.8417304645068,104425.78379532,0.0,10.0,20.0,28.0,128.0,875.0,7794,0,,false
fact_delivery_details,qty_remain,numeric,301218,0.0,92,0.031,0,1036800,7.572041231907889,2055.214022277581,0.0,0.0,0.0,0.0,0.0,0.0,298515,0,,false
fact_delivery_details,ai_qty_received,numeric,301218,0.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301029,0,,true
fact_delivery_details,is_valid_line,integer,301218,0.0,2,0.001,0,1,0.9741088067927011,0.15881070279298332,0.0,1.0,1.0,1.0,1.0,1.0,7794,0,,false
fact_delivery_details,id,bigint,301218,0.0,301218,100.0,920863,4357116,1906821.6968398395,1025324.1771,924315.28,1010214.0,1586612.0,2643179.0,3942070.6,4316303.72,0,0,,false
fact_delivery_details,source_refs,jsonb,301218,0.0,,,,,,,,,,,,,,,,false
fact_delivery_details,batch_id,bigint,301218,0.0,1873,0.622,25165,241719,79805.95940922636,67693.89068376,25165.0,25165.0,43647.0,125487.0,223572.0,240515.0,0,0,,false
fact_delivery_details,created_at,timestamp with time zone,301218,0.0,1873,0.622,2026-06-19 04:11:48.982508+00,2026-08-28 09:11:46.636327+00,,,,,,,,,,,,false
fact_delivery_details,updated_at,timestamp with time zone,301218,0.0,1873,0.622,2026-06-19 04:11:48.982508+00,2026-08-28 09:11:46.636327+00,,,,,,,,,,,,false
fact_inventory_daily_balances,source_system,character varying,116787,0.0,1,0.001,3,3,,,,,,,,,,,0,true
fact_inventory_daily_balances,date_key,integer,116787,0.0,57,0.049,20260703,20260828,20260765.74700095,49.3885608762928,20260703.0,20260717.0,20260731.0,20260815.0,20260826.0,20260828.0,0,0,,false
fact_inventory_daily_balances,warehouse_id,bigint,116787,0.0,26,0.022,9,37,21.452901435947496,8.709941525253855,9.0,14.0,20.0,28.0,37.0,37.0,0,0,,false
fact_inventory_daily_balances,product_id,bigint,116787,0.0,245,0.21,1336,2540,2124.9660578660296,315.439509437659,1353.0,1942.5,2303.0,2329.0,2507.0,2522.0,0,0,,false
fact_inventory_daily_balances,opening_quantity,double precision,116787,0.0,2968,2.541,-192,16247,930.159743992221,2789.1297172172763,0.0,0.0,19.0,286.0,12074.0,12158.0,45589,202,,false
fact_inventory_daily_balances,import_quantity,double precision,116787,0.0,209,0.179,0,13224,11.03973045330738,127.78455545721084,0.0,0.0,0.0,0.0,0.0,265.679999999993,114173,0,,false
fact_inventory_daily_balances,export_quantity,double precision,116787,0.0,598,0.512,0,4800,10.380830058140033,86.81807019603413,0.0,0.0,0.0,0.0,27.0,247.0,108280,0,,false
fact_inventory_daily_balances,closing_quantity,double precision,116787,0.0,2993,2.563,-192,16247,946.9069418862538,2811.5314816889245,0.0,0.0,23.0,290.0,12076.0,12158.0,44324,208,,false
fact_inventory_daily_balances,closing_value,double precision,116787,0.0,1,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116787,0,,true
fact_inventory_daily_balances,id,bigint,116787,0.0,116787,100.0,9324560,16443263,10289031.162689341,1871531.5929,9325727.86,9353756.5,9382953.0,10053727.5,15346948.7,16285427.14,0,0,,false
fact_inventory_daily_balances,source_refs,jsonb,116787,0.0,,,,,,,,,,,,,,,,false
fact_inventory_daily_balances,batch_id,bigint,116787,0.0,17,0.015,176683,241722,186605.37804721415,19059.96427023,176683.0,176683.0,176683.0,186979.0,236999.0,241722.0,0,0,,false
fact_inventory_daily_balances,created_at,timestamp with time zone,116787,0.0,68,0.058,2026-08-13 07:05:39.642957+00,2026-08-28 08:41:52.094839+00,,,,,,,,,,,,false
fact_inventory_daily_balances,updated_at,timestamp with time zone,116787,0.0,57,0.049,2026-08-13 07:05:39.642957+00,2026-08-28 09:12:02.285303+00,,,,,,,,,,,,false
fact_inventory_lot_snapshot,source_system,character varying,301764,0.0,2,0.001,3,6,,,,,,,,,,,0,false
fact_inventory_lot_snapshot,date_key,integer,301764,0.0,79,0.026,20260609,20260828,20260732.497891728,75.05561367779755,20260609.0,20260703.0,20260722.0,20260811.0,20260825.0,20260828.0,0,0,,false
fact_inventory_lot_snapshot,warehouse_id,bigint,301764,0.0,32,0.011,2,37,5.968599909080727,6.933443508119721,2.0,2.0,3.0,6.0,23.0,36.0,0,0,,false
fact_inventory_lot_snapshot,sub_inventory_id,bigint,301764,0.0,90,0.03,-1,187,76.91994821554457,49.10925224886218,-1.0,35.0,86.0,113.0,137.0,186.0,0,59844,,false
fact_inventory_lot_snapshot,product_id,bigint,301764,0.0,1332,0.441,-1,2542,1695.7107844752047,605.57051034295,64.0,1368.0,1788.0,2298.0,2449.0,2518.0,0,284,,false
fact_inventory_lot_snapshot,brand_id,bigint,301764,0.0,2217,0.735,127,528514,109809.08202829039,156151.50642174,149.0,230.0,259.0,217299.0,450148.0,525299.0,0,0,,false
fact_inventory_lot_snapshot,lot_code,character varying,301764,0.0,7920,2.625,3,34,,,,,,,,,,,0,false
fact_inventory_lot_snapshot,expiry_date,date,301764,36.087,961,0.498,2025-04-21,2029-01-26,,,,,,,,,,,,false
fact_inventory_lot_snapshot,warehouse_code_raw,character varying,301764,0.0,32,0.011,3,8,,,,,,,,,,,0,false
fact_inventory_lot_snapshot,sub_inventory_code_raw,character varying,301764,13.223,59,0.023,2,15,,,,,,,,,,,0,false
fact_inventory_lot_snapshot,product_code_raw,character varying,301764,0.0,691,0.229,12,12,,,,,,,,,,,0,false
fact_inventory_lot_snapshot,brand_code_raw,character varying,301764,13.223,101,0.039,4,4,,,,,,,,,,,0,false
fact_inventory_lot_snapshot,locator,character varying,301764,13.71,95,0.036,7,18,,,,,,,,,,,0,false
fact_inventory_lot_snapshot,g_department,character varying,301764,13.223,9,0.003,9,21,,,,,,,,,,,0,false
fact_inventory_lot_snapshot,category,character varying,301764,13.223,28,0.011,4,30,,,,,,,,,,,0,false
fact_inventory_lot_snapshot,sub_category,character varying,301764,13.223,50,0.019,21,74,,,,,,,,,,,0,false
fact_inventory_lot_snapshot,barcode,character varying,301764,36.066,351,0.182,8,14,,,,,,,,,,,0,false
fact_inventory_lot_snapshot,package_uom,character varying,301764,13.223,10,0.004,2,3,,,,,,,,,,,0,false
fact_inventory_lot_snapshot,primary_uom,character varying,301764,0.0,23,0.008,2,4,,,,,,,,,,,0,false
fact_inventory_lot_snapshot,expiry_warning_days,integer,301764,36.087,1418,0.735,-492,954,325.57159456055115,246.665400357401,-253.0,164.0,312.0,562.0,669.0,696.0,138,20720,,false
fact_inventory_lot_snapshot,qty_package,double precision,301764,32.458,8335,4.089,0,5693,60.58007095029081,298.3766039113416,0.04,1.0,3.71,18.0,208.0,1288.0,30,0,,false
fact_inventory_lot_snapshot,available_package,double precision,301764,32.458,8421,4.132,-342.17,5693,59.507875919731475,297.6532368341641,0.0,0.6,3.0,16.5,201.0,1277.0,21740,22,,false
fact_inventory_lot_snapshot,reservation_package,double precision,301764,32.458,1260,0.618,0,1174.5,1.0721061237201897,15.180278893818262,0.0,0.0,0.0,0.0,2.0,16.08,177839,0,,false
fact_inventory_lot_snapshot,qty_primary,double precision,301764,0.0,7154,2.371,0,6758740,1751.5288348538534,44841.992526029615,0.0,2.0,31.0,250.0,4200.0,24964.899999999674,14907,0,,false
fact_inventory_lot_snapshot,available_primary,double precision,301764,13.223,6728,2.569,-8212,6758740,1793.6074773880416,46855.017558590764,0.0,1.0,24.0,238.0,4000.0,29080.0,23077,22,,false
fact_inventory_lot_snapshot,reservation_primary,double precision,301764,13.223,1004,0.383,0,1446098,92.01688998580272,9031.048160652896,0.0,0.0,0.0,0.0,24.0,311.0,234998,0,,false
fact_inventory_lot_snapshot,volume_package,double precision,301764,33.866,21631,10.839,0,749335135.5,951560.177419648,9900116.275721647,532.8,12206.25,54235.44,266112.0,2934064.0,15308705.041599931,30,0,,false
fact_inventory_lot_snapshot,volume_primary,double precision,301764,19.519,19612,8.075,0.00552,295514419.2,613163.897369089,3954044.170735358,0.4488,1437.48,21760.0,142074.24,2026944.0,12426624.0,0,0,,false
fact_inventory_lot_snapshot,id,bigint,301764,0.0,301764,100.0,70,22712994,11017586.745416153,6852216.9272,10228.65,5208774.25,10770055.5,17143797.75,21882769.5,22702288.999999996,0,0,,false
fact_inventory_lot_snapshot,source_refs,jsonb,301764,0.0,,,,,,,,,,,,,,,,false
fact_inventory_lot_snapshot,batch_id,bigint,301764,0.0,141,0.047,37,241687,162914.85311266742,34043.69841968,48321.0,155963.0,155963.0,171084.0,230420.0,241684.0,0,0,,false
fact_inventory_lot_snapshot,created_at,timestamp with time zone,301764,0.0,147,0.049,2026-06-09 15:32:06.638484+00,2026-08-28 09:02:01.967998+00,,,,,,,,,,,,false
fact_inventory_lot_snapshot,updated_at,timestamp with time zone,301764,0.0,141,0.047,2026-06-09 15:32:06.638484+00,2026-08-28 09:02:01.967998+00,,,,,,,,,,,,false
fact_inventory_lot_snapshot,locator_id,bigint,301764,0.0,94,0.031,-1,54212,68.36399992093976,567.439418778751,-1.0,16.0,51.0,97.0,164.0,218.0,0,40989,,false
fact_inventory_transactions,transaction_id,bigint,173448,0.0,173448,100.0,251698,435112,342823.18101102347,53116.84102407,253439.47,295950.75,343358.5,388667.25,426131.65,433181.53,0,0,,false
fact_inventory_transactions,date_key,integer,173448,0.0,258,0.149,20251108,20260828,20259472.39350699,2888.955845078862,20251205.0,20260214.0,20260424.0,20260626.0,20260815.0,20260827.0,0,0,,false
fact_inventory_transactions,warehouse_id,bigint,173448,0.0,24,0.014,9,37,18.136104192611043,8.876901852130025,9.0,11.0,15.0,27.0,37.0,37.0,0,0,,false
fact_inventory_transactions,product_id,bigint,173448,0.0,390,0.225,2,2540,1100.2839583045063,640.075817713783,452.0,638.0,991.0,1260.0,2405.0,2519.0,0,0,,false
fact_inventory_transactions,order_id,bigint,173448,3.189,43500,25.906,399761,996045,759193.0238273899,135496.46136149,530750.0,638035.0,757838.0,879894.0,964759.0,991091.0,0,0,,false
fact_inventory_transactions,transaction_type,integer,173448,0.0,2,0.001,0,1,0.08215142290484756,0.27459527785371046,0.0,0.0,0.0,0.0,1.0,1.0,159199,0,,false
fact_inventory_transactions,transaction_date,timestamp without time zone,173448,0.0,39045,22.511,2025-11-08 00:00:00,2026-08-28 15:36:03,,,,,,,,,,,,false
fact_inventory_transactions,batch_code,character varying,173448,0.0,2,0.001,1,3,,,,,,,,,,,0,false
fact_inventory_transactions,expiry_date,timestamp without time zone,173448,100.0,0,,,,,,,,,,,,,,,true
fact_inventory_transactions,quantity,double precision,173448,0.0,720,0.415,0,12177,76.73373287930912,381.54665875006197,1.0,20.0,24.0,40.0,240.0,1200.0,7,0,,false
fact_inventory_transactions,unit_price,double precision,173448,0.0,223,0.129,0,1276580,16810.185806244048,38808.250662696715,0.0,5498.28,10211.4,15709.1,62836.0,151753.0,25773,0,,false
fact_inventory_transactions,total_amount,double precision,173448,0.0,3667,2.114,0,1673185104,1486279.974492167,18246082.52241317,0.0,164948.4,282735.36,433570.19999999995,2167786.8000000003,10405368.0,25779,0,,false
fact_inventory_transactions,description,text,173448,0.031,62998,36.332,5,127,,,,,,,,,,,0,false
fact_inventory_transactions,id,bigint,173448,0.0,173448,100.0,1,526949,143207.84902103225,138410.69603739,1735.47,43362.75,86724.5,239822.25,429661.65,504716.53,0,0,,false
fact_inventory_transactions,source_refs,jsonb,173448,0.0,,,,,,,,,,,,,,,,false
fact_inventory_transactions,batch_id,bigint,173448,0.0,958,0.552,26,241720,34304.58242239749,62609.84063329,26.0,26.0,26.0,43594.0,185135.0,238992.0,0,0,,false
fact_inventory_transactions,created_at,timestamp with time zone,173448,0.0,962,0.555,2026-06-09 08:20:05.283066+00,2026-08-28 08:41:38.577657+00,,,,,,,,,,,,false
fact_inventory_transactions,updated_at,timestamp with time zone,173448,0.0,958,0.552,2026-06-09 08:20:05.283066+00,2026-08-28 09:11:51.322824+00,,,,,,,,,,,,false
fact_order_fulfillment,salesman_id,bigint,300243,0.0,743,0.247,-1,6731,537.0322514682614,988.797195318442,9.0,154.0,319.0,496.0,762.0,4821.0,0,1055,,false
fact_order_fulfillment,status_key,integer,300243,0.0,8,0.003,1,8,4.172185497063477,1.8274993813739355,2.0,2.0,5.0,5.0,8.0,8.0,0,0,,false
fact_order_fulfillment,delivery_type_key,integer,300243,0.0,1,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,298312,,true
fact_order_fulfillment,store_key,bigint,300243,0.0,24846,8.275,-1,426081,106500.7035184639,31974.05038875,77767.0,94488.0,101524.0,109953.0,134346.0,230352.0,0,55,,false
fact_order_fulfillment,distributor_key,bigint,300243,0.0,31,0.01,2,2641,123.05233782080506,508.881747745887,2.0,21.0,21.0,21.0,21.0,2597.0,0,0,,false
fact_order_fulfillment,chain_key,bigint,300243,70.377,19,0.021,2,7334,23.23068990526268,89.48311073702982,2.0,7.0,30.0,30.0,33.0,34.0,0,0,,false
fact_order_fulfillment,warehouse_key,bigint,300243,0.0,35,0.012,-1,37,6.924535385770603,6.468607766982621,2.0,2.0,6.0,7.0,22.0,31.0,0,162,,false
fact_order_fulfillment,order_date_key,integer,300243,0.0,558,0.186,20220604,20260828,20255405.485421304,4838.264028944076,20250411.0,20250808.0,20251216.0,20260507.0,20260807.0,20260826.0,0,0,,false
fact_order_fulfillment,order_source,character varying,300243,0.0,2,0.001,3,3,,,,,,,,,,,0,false
fact_order_fulfillment,order_type_key,integer,300243,0.0,13,0.004,-1,12,-0.11022017216873609,1.5155097140141043,-1.0,-1.0,-1.0,1.0,1.0,6.0,0,189055,,false
fact_order_fulfillment,sub_inventory_key,bigint,300243,0.0,86,0.029,-1,186,37.749091555150315,53.106071432401755,-1.0,-1.0,-1.0,94.0,133.0,141.0,0,189124,,false
fact_order_fulfillment,order_code,character varying,300243,0.0,300243,100.0,5,29,,,,,,,,,,,0,false
fact_order_fulfillment,order_timestamp,timestamp without time zone,300243,0.0,296814,98.858,2022-06-04 05:17:00,2026-08-28 16:09:54,,,,,,,,,,,,false
fact_order_fulfillment,raw_created_at,timestamp without time zone,300243,63.447,15388,14.021,2026-03-12 14:42:43,2026-08-28 16:07:21,,,,,,,,,,,,false
fact_order_fulfillment,delivery_date,timestamp without time zone,300243,43.617,32359,19.115,2025-03-20 06:55:18,2027-07-04 17:00:00,,,,,,,,,,,,false
fact_order_fulfillment,delivery_date_key,integer,300243,43.617,530,0.313,20250320,20270704,20257977.639074933,4262.367761972882,20250503.0,20251219.0,20260412.0,20260619.0,20260821.0,20260830.0,0,0,,false
fact_order_fulfillment,total_before_discount,numeric,300243,0.001,109027,36.313,-236125309.09,974903833792,20639006.429621834,2233187401.8444,8.0,669088.89,1853180.0,6316362.0,44121177.07999998,262948615.4399996,2754,174,,false
fact_order_fulfillment,total_discount,numeric,300243,0.001,93050,30.992,-27792592,862789892907,17078909.048875496,1946164782.038,0.0,14720.0,340368.0,3552214.0,35579347.0,240744681.6799995,65300,63,,false
fact_order_fulfillment,total_net_revenue,numeric,300243,0.001,116785,38.897,-236125309.09,112115605583,3560097.381626367,291117903.0422,6.0,507840.0,1046769.0,2015958.0,8540043.48,32521910.839999977,2754,175,,false
fact_order_fulfillment,total_vat,numeric,300243,0.001,94324,31.416,-23612531,9749183094,436272.60632766696,28677987.7745,0.0,42336.0,88282.0,169394.0,714616.1999999994,2700876.799999993,3047,175,,false
fact_order_fulfillment,total_amount,numeric,300243,0.0,115315,38.407,-259737840,121864788677,3996329.798291822,316759022.8839,7.0,552000.0,1131054.48,2184574.0,9254784.193000004,35249517.000000216,2755,175,,false
fact_order_fulfillment,item_count,integer,300243,0.0,77,0.026,1,436,4.797249188768806,5.0180825715383515,1.0,2.0,3.0,6.0,14.0,24.0,0,0,,false
fact_order_fulfillment,canceled_reason,character varying,300243,99.728,117,14.321,3,74,,,,,,,,,,,0,false
fact_order_fulfillment,canceled_reason_admin,character varying,300243,98.291,86,1.676,3,46,,,,,,,,,,,0,false
fact_order_fulfillment,is_count,integer,300243,0.0,1,0.0,1,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,,true
fact_order_fulfillment,visit_key,bigint,300243,89.964,27040,89.736,449309,1564821,735783.2862643563,246139.57395687,453019.0,543223.5,685100.5,834005.75,1232019.25,1479183.0,0,0,,false
fact_order_fulfillment,id,bigint,300243,0.0,300243,100.0,3313363,4679333,3618404.4118339187,275019.66573775,3318510.11,3435730.5,3557544.5,3685010.25,4219104.45,4644021.89,0,0,,false
fact_order_fulfillment,source_refs,jsonb,300243,0.0,,,,,,,,,,,,,,,,false
fact_order_fulfillment,batch_id,bigint,300243,0.0,859,0.286,73373,241727,86222.472823755,36469.64597899,73373.0,73373.0,73373.0,73373.0,173916.0,239483.0,0,0,,false
fact_order_fulfillment,created_at,timestamp with time zone,300243,0.0,859,0.286,2026-07-06 07:35:02.069596+00,2026-08-28 09:14:22.485836+00,,,,,,,,,,,,false
fact_order_fulfillment,updated_at,timestamp with time zone,300243,0.0,866,0.288,2026-07-06 07:35:02.069596+00,2026-08-28 09:14:22.485836+00,,,,,,,,,,,,false
fact_order_fulfillment,total_delivered_revenue,numeric,300243,0.0,69809,23.251,-192390060.74,112115605583,1948345.4268818218,206149796.5484,0.0,0.0,314848.905,1161173.0,4672018.501000002,20848389.530000027,119888,120,,false
fact_order_fulfillment,total_cancelled_revenue,numeric,300243,0.0,10189,3.394,0,4112468888.89,209630.62246564002,8323839.2558,0.0,0.0,0.0,0.0,545454.0,3150000.0,273376,0,,false
fact_order_fulfillment,dms_order_code,character varying,300243,4.54,286418,99.932,4,29,,,,,,,,,,,0,false
fact_order_fulfillment,is_erp_deleted,boolean,300243,0.0,2,0.001,,,,,,,,,,,,,,false
fact_order_fulfillment,erp_deleted_source,character varying,300243,99.946,2,1.235,6,8,,,,,,,,,,,0,false
fact_order_lines,salesman_id,bigint,297238,0.0,731,0.246,-1,6731,797.2934819943292,1424.352829882799,-1.0,172.0,357.0,540.0,4789.0,6237.0,0,14106,,false
fact_order_lines,product_key,bigint,297238,0.0,855,0.288,2,2542,1822.7945292663708,536.77691649149,455.0,1386.0,1945.0,2302.0,2367.0,2509.0,0,0,,false
fact_order_lines,order_date_key,integer,297238,0.0,556,0.187,20250203,20260828,20255365.803756036,4844.633678899092,20250410.0,20250731.0,20251215.0,20260507.0,20260805.0,20260825.0,0,0,,false
fact_order_lines,store_key,bigint,297238,0.0,19755,6.646,-1,426084,104034.27510253838,31711.78793749,77553.0,93520.0,99070.0,108228.0,134428.0,226679.0,0,42,,false
fact_order_lines,distributor_key,bigint,297238,0.0,27,0.009,-1,2610,63.048191351081954,334.560054579336,-1.0,21.0,21.0,21.0,21.0,2597.0,0,3940,,false
fact_order_lines,chain_key,bigint,297238,45.26,21,0.013,2,7334,26.3844444170052,142.205091896696,4.0,26.0,30.0,30.0,32.0,34.0,0,0,,false
fact_order_lines,visit_key,bigint,297238,100.0,0,,,,,,,,,,,,0,0,,true
fact_order_lines,line_status_key,integer,297238,0.0,8,0.003,1,9,4.028397572753416,1.7542449367411068,2.0,2.0,5.0,5.0,8.0,8.0,0,0,,false
fact_order_lines,sub_inventory_key,bigint,297238,0.0,48,0.016,-1,186,41.21457627575246,54.681003184317866,-1.0,-1.0,-1.0,102.0,137.0,141.0,0,182545,,false
fact_order_lines,warehouse_key,bigint,297238,0.0,35,0.012,-1,37,6.259922144920899,5.9693996537629666,2.0,2.0,5.0,6.0,20.0,28.0,0,146,,false
