bang,truong,dang,so_dong_mau,khuyet_pct,so_gia_tri_khac_nhau,diem_thong_tin,danh_gia
fact_promo_budget_available,budget_remaining,số,20000,99.57,20,0.0017,gần như một giá trị — ít dùng được
fact_order_fulfillment,canceled_reason,phân loại,20000,99.82,17,0.0016,gần như một giá trị — ít dùng được
fact_order_fulfillment,is_erp_deleted,phân loại,20000,0.0,2,0.0015,gần như một giá trị — ít dùng được
fact_promo_budget_available,foc_budget_allocated,số,20000,99.57,13,0.0013,gần như một giá trị — ít dùng được
fact_promo_budget_available,foc_budget_total,số,20000,99.66,13,0.0011,gần như một giá trị — ít dùng được
fact_promo_budget_available,budget_allocated,số,20000,99.57,8,0.0009,gần như một giá trị — ít dùng được
dim_assets,source_refs,phân loại,20000,0.0,2,0.0008,gần như một giá trị — ít dùng được
fact_delivery_details,note_source,phân loại,20000,0.0,2,0.0008,gần như một giá trị — ít dùng được
fact_delivery_details,note_type,phân loại,20000,0.0,2,0.0008,gần như một giá trị — ít dùng được
fact_promo_budget_available,entered_amount,số,20000,99.56,6,0.0007,gần như một giá trị — ít dùng được
fact_promo_budget_available,entered_qty,số,20000,99.565,5,0.0007,gần như một giá trị — ít dùng được
dwh_batch_logs,error_message,phân loại,20000,99.92,8,0.0006,gần như một giá trị — ít dùng được
fact_promo_budget_available,budget_total,số,20000,99.91,8,0.0006,gần như một giá trị — ít dùng được
fact_order_status_timeline,completed_partial_at,phân loại,20000,99.92,3,0.0003,gần như một giá trị — ít dùng được
fact_order_fulfillment,erp_deleted_source,phân loại,20000,99.985,3,0.0001,gần như một giá trị — ít dùng được
dim_account_channels,source_refs,phân loại,127,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_account_channels,batch_id,số,127,7.874,2,0.0,rỗng hoặc hằng số — bỏ
dim_assets,asset_name,phân loại,20000,99.995,2,0.0,rỗng hoặc hằng số — bỏ
dim_categories,batch_id,số,277,0.0,2,0.0,rỗng hoặc hằng số — bỏ
dim_categories,valid_to,phân loại,277,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_categories,is_current,phân loại,277,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_chains,is_active,phân loại,9638,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_chains,source_system,phân loại,9638,99.585,2,0.0,rỗng hoặc hằng số — bỏ
dim_chains,source_refs,phân loại,9638,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_chains,valid_to,phân loại,9638,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_chains,is_current,phân loại,9638,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_dates,source_refs,phân loại,4018,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_dates,batch_id,phân loại,4018,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_dates,created_at,phân loại,4018,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_dates,updated_at,phân loại,4018,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_delivery_status,is_mismatch,phân loại,103,38.835,2,0.0,rỗng hoặc hằng số — bỏ
dim_delivery_status,batch_id,số,103,95.146,2,0.0,rỗng hoặc hằng số — bỏ
dim_delivery_types,source_refs,phân loại,5,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_delivery_types,batch_id,số,5,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_delivery_types,updated_at,phân loại,5,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_distributors,group_code,phân loại,89,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_distributors,account_channel_id,số,89,98.876,2,0.0,rỗng hoặc hằng số — bỏ
dim_distributors,distributor_brand,phân loại,89,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_employees,account_channel_id,số,6699,32.751,3,0.0,rỗng hoặc hằng số — bỏ
dim_employees,emp_id_hr,phân loại,6699,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_employees,is_active,phân loại,6699,85.819,2,0.0,rỗng hoặc hằng số — bỏ
dim_inventory_policy,warehouse_code,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_inventory_policy,brand_code,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_inventory_policy,target_weeks,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_inventory_policy,min_stock_qty,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_inventory_policy,effective_from,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_inventory_policy,effective_to,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_inventory_policy,notes,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_inventory_policy,id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_inventory_policy,source_refs,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_inventory_policy,batch_id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_inventory_policy,created_at,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_inventory_policy,updated_at,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_locators,batch_id,số,315,0.317,2,0.0,rỗng hoặc hằng số — bỏ
dim_locators,source_refs,phân loại,315,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_order_status,source_refs,phân loại,10,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_order_types,source_refs,phân loại,15,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_otif_reason,notes,phân loại,22,95.455,2,0.0,rỗng hoặc hằng số — bỏ
dim_otif_reason,source_refs,phân loại,22,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_price_lists,effective_from,phân loại,364,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_price_lists,effective_to,phân loại,364,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_product_brands,description,phân loại,20000,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_product_prices,batch_id,số,9085,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_product_prices,created_at,phân loại,9085,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_product_prices,updated_at,phân loại,9085,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_products,pack_size,phân loại,2543,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_products,sub_brand,phân loại,2543,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_products,volume,phân loại,2543,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_products,unit_per_pack,phân loại,2543,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_products,mt_price_exc_vat,số,2543,99.725,2,0.0,rỗng hoặc hằng số — bỏ
dim_products,mt_price_inc_vat,số,2543,99.725,2,0.0,rỗng hoặc hằng số — bỏ
dim_promotions,id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_promotions,promo_code_dms,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_promotions,promo_code_orc,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_promotions,promo_name,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_promotions,mechanic_type,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_promotions,long_mechanic,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_promotions,promo_start,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_promotions,promo_end,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_promotions,target_channel,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_promotions,target_chain,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_promotions,budget_total,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_promotions,notes,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_promotions,is_active,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_promotions,created_at,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_promotions,updated_at,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_sales_positions,updated_at,phân loại,7,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_sales_positions,is_active,phân loại,7,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_shippers,group_code,phân loại,20000,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_shippers,source_refs,phân loại,20000,0.005,2,0.0,rỗng hoặc hằng số — bỏ
dim_site_accounts,description,phân loại,7,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_site_accounts,source_refs,phân loại,7,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_site_accounts,batch_id,số,7,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_site_accounts,created_at,phân loại,7,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_site_accounts,updated_at,phân loại,7,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_site_domains,source_refs,phân loại,137,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_site_domains,batch_id,số,137,0.73,2,0.0,rỗng hoặc hằng số — bỏ
dim_site_domains,created_at,phân loại,137,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_stores,store_format,phân loại,20000,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_stores,created_date,phân loại,20000,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_stores,freezer_qty,phân loại,20000,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_sub_inventories,representative,phân loại,188,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_sub_inventories,position,phân loại,188,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_sub_inventories,deleted,số,188,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_suppliers,is_deleted,phân loại,63,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_suppliers,valid_to,phân loại,63,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_suppliers,is_current,phân loại,63,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_capacity,warehouse_code,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_capacity,sub_inventory_code,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_capacity,capacity_carton,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_capacity,effective_from,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_capacity,effective_to,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_capacity,notes,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_capacity,id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_capacity,source_refs,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_capacity,batch_id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_capacity,created_at,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_capacity,updated_at,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_target,distributor_code,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_target,warehouse_code,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_target,sub_inventory_code,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_target,period_year,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_target,period_month,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_target,target_carton,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_target,target_vnd,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_target,notes,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_target,id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_target,source_refs,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_target,batch_id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_target,created_at,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouse_target,updated_at,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
dim_warehouses,warehouse_type,số,39,97.436,2,0.0,rỗng hoặc hằng số — bỏ
dim_warehouses,min_stock_qty,phân loại,39,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_warehouses,is_active,phân loại,39,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_warehouses,valid_to,phân loại,39,100.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_warehouses,is_current,phân loại,39,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dim_weather_locations,batch_id,số,64,0.0,1,0.0,rỗng hoặc hằng số — bỏ
dwh_batch_logs,duration_ms,số,20000,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_asset_activities,visit_key,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_activities,asset_key,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_activities,scan_count,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_activities,is_active,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_activities,id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_activities,source_refs,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_activities,batch_id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_activities,created_at,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_activities,updated_at,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_audits,is_scanned,phân loại,20000,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_asset_audits,condition_status,phân loại,20000,100.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_asset_audits,notes,phân loại,20000,100.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_asset_audits,source_refs,phân loại,20000,100.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_asset_audits,batch_id,phân loại,20000,100.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_asset_inventory,asset_code,phân loại,20000,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_asset_placements,shop_id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_placements,asset_id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_placements,allocated_date,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_placements,is_active,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_placements,image_url,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_placements,placement_id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_placements,id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_placements,source_refs,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_placements,batch_id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_placements,created_at,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_asset_placements,updated_at,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_delivery_details,serial,phân loại,20000,99.995,2,0.0,rỗng hoặc hằng số — bỏ
fact_delivery_details,attempt_count,số,20000,0.0,3,0.0,rỗng hoặc hằng số — bỏ
fact_delivery_details,is_warehouse_confirmed,số,20000,0.0,2,0.0,rỗng hoặc hằng số — bỏ
fact_delivery_details,is_accountant_confirmed,số,20000,0.0,2,0.0,rỗng hoặc hằng số — bỏ
fact_delivery_details,received_qty_status,phân loại,20000,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_delivery_details,recon_status,phân loại,20000,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_delivery_details,qty_remain,số,20000,0.0,22,0.0,rỗng hoặc hằng số — bỏ
fact_delivery_details,ai_qty_received,số,20000,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_delivery_details,is_valid_line,số,20000,0.0,2,0.0,rỗng hoặc hằng số — bỏ
fact_inventory_daily_balances,source_system,phân loại,20000,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_inventory_daily_balances,closing_value,số,20000,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_inventory_transactions,transaction_type,số,20000,0.0,2,0.0,rỗng hoặc hằng số — bỏ
fact_inventory_transactions,expiry_date,phân loại,20000,100.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_order_fulfillment,delivery_type_key,số,20000,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_order_fulfillment,is_count,số,20000,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_order_lines,visit_key,phân loại,20000,100.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_order_lines,delivery_type_key,số,20000,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_order_lines,category_id,phân loại,20000,100.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_order_lines,eco_flag,số,20000,0.0,2,0.0,rỗng hoặc hằng số — bỏ
fact_order_lines,reason_code,phân loại,20000,100.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_order_lines,erp_deleted_source,phân loại,20000,99.935,2,0.0,rỗng hoặc hằng số — bỏ
fact_order_status_timeline,source_refs,phân loại,20000,100.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_order_status_timeline,returned_at,phân loại,20000,99.94,2,0.0,rỗng hoặc hằng số — bỏ
fact_promo_budget_available,currency_code,phân loại,20000,50.265,2,0.0,rỗng hoặc hằng số — bỏ
fact_promo_budget_available,allocation_status,phân loại,20000,100.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_promo_budget_available,batch_id,số,20000,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_promo_budget_available,created_at,phân loại,20000,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_roadmap_stores,batch_id,số,17942,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_roadmap_stores,created_at,phân loại,17942,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_roadmap_stores,updated_at,phân loại,17942,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_roadmaps,batch_id,số,268,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_roadmaps,updated_at,phân loại,268,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_sales_targets,salesman_id,số,270,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_sales_targets,target_revenue,số,270,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_sales_targets,target_order_count,số,270,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_sales_targets,target_new_store,số,270,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_sales_targets,source_refs,phân loại,270,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,promotion_id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,store_key,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,product_key,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,distributor_key,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,period_year,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,period_month,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,ns_allocated,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,ns_used,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,foc_value,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,foc_qty_carton,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,cnt_entered,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,cnt_uninvoiced,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,cnt_ar_interface,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,cnt_invoiced,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,batch_id,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,source_refs,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,created_at,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_trade_promo,updated_at,—,0,100.0,0,0.0,rỗng hoặc hằng số — bỏ
fact_weather_forecast,source_refs,phân loại,20000,0.0,1,0.0,rỗng hoặc hằng số — bỏ
fact_weather_forecast,batch_id,số,20000,0.0,17,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,distributor_key,số,446,0.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,chain_key,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,visit_key,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,line_status_key,số,446,0.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,delivery_type_key,số,446,0.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,order_timestamp,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,raw_created_at,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,schedule_ship_date,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,cancelled_qty,số,446,0.0,2,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,vat_percent,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,unit_price_after_discount_before_vat,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,unit_price_after_discount_after_vat,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,unit_price,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,discount_percent,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,amount_before_discount,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,discount_amount_before_vat,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,net_revenue,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,is_return,phân loại,446,0.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,is_free_order,phân loại,446,0.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,order_line_type,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,delivery_days_sla,số,446,98.879,2,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,supervisor_employee_id,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,asm_employee_id,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,category_id,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,row_hash,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,sales_flow,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,source_refs,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,batch_id,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,eco_flag,số,446,0.0,2,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,reason_code,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,canceled_reason_line,phân loại,446,99.552,2,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,canceled_note,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,is_admin_cancel,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,erp_status,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,dms_status,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,dms_order_code,phân loại,446,100.0,1,0.0,rỗng hoặc hằng số — bỏ
zz_archive_om_orphans_20260804,uom,phân loại,446,99.552,2,0.0,rỗng hoặc hằng số — bỏ
