nguon,la_bang_fact,bang,cot,dang,vai_tro,khuyet_pct,so_gia_tri,luc_luong_pct,hang_so,mo_coi_pct,tre_ngay,diem_thong_tin,danh_gia,tac_dung,muc_bang_chung,cong_vo_dung,can_cu_tac_dung,day_du,cong_thieu,he_qua_neu_bo_qua,quyet_dinh_panel,phan_loai,vao_panel,viec_phai_lam
lược đồ dwh,true,fact_promo_budget_available,ctkm_type,phân loại,đặc trưng,0.0,2.0,0.001,false,,0.0,1.0,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_promo_budget_available` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_promo_budget_available,id,số,cột kỹ thuật — không phải đặc trưng,0.0,182571.0,100.0,false,,0.0,1.0,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_roadmap_stores,store_id,số,khoá của dòng — không dùng làm đặc trưng,0.0,17942.0,100.0,false,0.0,,1.0,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_roadmap_stores,id,số,cột kỹ thuật — không phải đặc trưng,0.0,17942.0,100.0,false,,,1.0,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_visits,source_id,số,khoá của dòng — không dùng làm đặc trưng,0.0,302926.0,100.0,false,,-3.0,1.0,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_visits,id,số,cột kỹ thuật — không phải đặc trưng,0.0,302926.0,100.0,false,,-3.0,1.0,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_weather_forecast,id,số,cột kỹ thuật — không phải đặc trưng,0.0,154161.0,100.0,false,,-15.0,1.0,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_dates,week,số,đặc trưng,0.0,53.0,1.319,false,,,0.9999,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_dates` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,zz_archive_om_orphans_20260804,id,số,cột kỹ thuật — không phải đặc trưng,0.0,446.0,100.0,false,,,0.9999,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_shippers,batch_id,số,cột kỹ thuật — không phải đặc trưng,0.005,4111.0,7.176,false,,,0.9998,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_product_brands,batch_id,số,cột kỹ thuật — không phải đặc trưng,0.0,7279.0,2.431,false,,,0.9997,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_locators,id,số,cột kỹ thuật — không phải đặc trưng,0.0,315.0,100.0,false,,,0.9996,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_account_channels,id,số,cột kỹ thuật — không phải đặc trưng,0.0,127.0,100.0,false,,,0.9994,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_price_lists,id,số,cột kỹ thuật — không phải đặc trưng,0.0,364.0,100.0,false,,,0.9992,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_sub_inventories,id,số,cột kỹ thuật — không phải đặc trưng,0.0,188.0,100.0,false,,,0.9991,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_dates,day,số,đặc trưng,0.0,31.0,0.772,false,,,0.999,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_dates` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_roadmaps,id,số,cột kỹ thuật — không phải đặc trưng,0.0,268.0,100.0,false,,,0.999,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_sales_targets,target_date_id,số,khoá ngoại — dùng như biến phân loại,0.0,270.0,100.0,false,,,0.9989,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_sales_targets` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_sales_targets,id,số,cột kỹ thuật — không phải đặc trưng,0.0,270.0,100.0,false,,,0.9989,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_categories,id,số,cột kỹ thuật — không phải đặc trưng,0.0,277.0,100.0,false,,,0.9986,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_weather_locations,latitude,số,đặc trưng,0.0,63.0,98.438,false,,,0.9986,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_weather_locations` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,zz_archive_om_orphans_20260804,order_code,phân loại,khoá ngoại — dùng như biến phân loại,0.0,99.0,22.197,false,,,0.9985,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `zz_archive_om_orphans_20260804` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,zz_archive_om_orphans_20260804,ora_order_no,phân loại,khoá ngoại — dùng như biến phân loại,0.0,99.0,22.197,false,,,0.9985,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `zz_archive_om_orphans_20260804` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_product_prices,product_id,số,khoá ngoại — dùng như biến phân loại,0.0,678.0,7.463,false,0.0,,0.9973,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_product_prices` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_site_domains,id,số,cột kỹ thuật — không phải đặc trưng,0.0,137.0,100.0,false,,,0.9971,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_weather_locations,longitude,số,đặc trưng,0.0,61.0,95.312,false,,,0.9939,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_weather_locations` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_weather_forecast,temperature_min,số,đặc trưng,0.0,283.0,0.184,false,,-15.0,0.9936,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_weather_forecast` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_weather_forecast,temperature_max,số,đặc trưng,0.0,343.0,0.222,false,,-15.0,0.9932,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_weather_forecast` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_product_prices,price_excl_vat,số,đặc trưng,0.0,2061.0,22.686,false,,,0.9931,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_product_prices` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_product_prices,price_incl_vat,số,đặc trưng,0.0,2045.0,22.51,false,,,0.993,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_product_prices` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_weather_forecast,location_id,số,khoá ngoại — dùng như biến phân loại,0.0,63.0,0.041,false,,-15.0,0.9897,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_weather_forecast` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_delivery_status,id,số,cột kỹ thuật — không phải đặc trưng,0.0,103.0,100.0,false,,,0.9882,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_dates,month,số,đặc trưng,0.0,12.0,0.299,false,,,0.9879,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_dates` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_dates,year,số,đặc trưng,0.0,11.0,0.274,false,,,0.9867,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_dates` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_dates,fiscal_year,số,đặc trưng,0.0,11.0,0.274,false,,,0.9867,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_dates` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_distributors,id,số,cột kỹ thuật — không phải đặc trưng,0.0,89.0,100.0,false,,,0.9857,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_inventory_transactions,date_key,số,khoá ngoại — dùng như biến phân loại,0.0,258.0,0.149,false,,0.0,0.9848,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_inventory_transactions` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_weather_forecast,latitude,số,đặc trưng,0.0,62.0,0.04,false,,-15.0,0.9848,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_weather_forecast` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_weather_forecast,longitude,số,đặc trưng,0.0,60.0,0.039,false,,-15.0,0.9818,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_weather_forecast` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_inventory_daily_balances,updated_at,phân loại,cột kỹ thuật — không phải đặc trưng,0.0,57.0,0.049,false,,0.0,0.9804,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,zz_archive_om_orphans_20260804,product_key,số,khoá ngoại — dùng như biến phân loại,0.0,149.0,33.408,false,0.0,,0.9793,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `zz_archive_om_orphans_20260804` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_promo_budget_available,region_name_raw,phân loại,đặc trưng,0.433,4.0,0.002,false,,0.0,0.9779,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_promo_budget_available` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_sales_positions,power_level,số,đặc trưng,0.0,6.0,85.714,false,,,0.9755,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_sales_positions` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_inventory_daily_balances,created_at,phân loại,cột kỹ thuật — không phải đặc trưng,0.0,68.0,0.058,false,,0.0,0.9755,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_order_status,is_closed,phân loại,đặc trưng,0.0,2.0,20.0,false,,,0.971,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_order_status` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_product_prices,price_group_code,phân loại,khoá ngoại — dùng như biến phân loại,0.0,183.0,2.014,false,,,0.9705,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_product_prices` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_order_status,bucket_group,phân loại,đặc trưng,0.0,5.0,50.0,false,,,0.9675,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_order_status` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_promo_budget_available,order_date_key,số,khoá ngoại — dùng như biến phân loại,0.433,85.0,0.047,false,,0.0,0.9666,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_promo_budget_available` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_product_prices,price_group_name,phân loại,đặc trưng,0.0,182.0,2.003,false,,,0.966,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_product_prices` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_inventory_transactions,order_id,số,khoá ngoại — dùng như biến phân loại,3.189,43500.0,25.906,false,,0.0,0.965,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_inventory_transactions` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_roadmap_stores,route_manager_employee_id,số,khoá ngoại — dùng như biến phân loại,0.072,45.0,0.251,false,,,0.963,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_roadmap_stores` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_promo_budget_available,invoice_date_key,số,khoá ngoại — dùng như biến phân loại,6.124,90.0,0.053,false,,0.0,0.9608,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_promo_budget_available` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
